To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
08/21/2019 18:24:11.078 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:29:23.013 [20104]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Rb0aaae87#\16e9c43c8d39b943ed1280cd776f52e9\Microsoft.ReportingServices.Interfaces.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:23.299 [20104]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:23.316 [20104]: ngen returning 0x00000000
08/21/2019 18:29:23.343 [17848]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Rba1ff745#\46fd847cb6add7000f8fb55195744094\Microsoft.ReportingServices.Diagnostics.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:23.630 [17848]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:23.647 [17848]: ngen returning 0x00000000
08/21/2019 18:29:23.673 [20312]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Re72b3908#\1831dc3c9e9c4e34006439d2e48d7efd\Microsoft.ReportViewer.Common.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:23.959 [20312]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:23.976 [20312]: ngen returning 0x00000000
08/21/2019 18:29:24.011 [10760]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S02acdbc5#\b2738e61a530ec420c40be99c84e7812\Microsoft.SqlServer.Management.RegisteredServersUI.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:24.300 [10760]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:24.317 [10760]: ngen returning 0x00000000
08/21/2019 18:29:24.343 [20376]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S02af5dad#\1700012a991985ab5ce39d3ffb9e2be2\Microsoft.SqlServer.Management.AlwaysEncrypted.Management.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:24.635 [20376]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:24.652 [20376]: ngen returning 0x00000000
08/21/2019 18:29:24.680 [20420]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S02af5dad#\918ed20212baf972dd25e5ce962a961a\Microsoft.SqlServer.Management.AlwaysEncrypted.Management.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:24.967 [20420]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:24.984 [20420]: ngen returning 0x00000000
08/21/2019 18:29:25.012 [14552]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S055e166b#\934e9047f5bdfa7c92a2800a4f9320cd\Microsoft.SqlServer.Management.ConnectionUI.Dialog.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:25.300 [14552]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:25.316 [14552]: ngen returning 0x00000000
08/21/2019 18:29:25.342 [19584]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S07ba06ae#\012dd05f24b74be5dd59bee3f5161f2c\Microsoft.SqlServer.Management.RegisteredServers.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:25.635 [19584]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:25.652 [19584]: ngen returning 0x00000000
08/21/2019 18:29:25.678 [8800]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S0ab7978f#\dc600b66d0b640ff4743ba7d2c608a96\Microsoft.SqlServer.QueryTuningAssistant.Query.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:25.964 [8800]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:25.980 [8800]: ngen returning 0x00000000
08/21/2019 18:29:26.007 [5876]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S0c492340#\7b3f06788744acbed155e21f99d199c1\Microsoft.SqlServer.ServiceBrokerEnum.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:26.294 [5876]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:26.311 [5876]: ngen returning 0x00000000
08/21/2019 18:29:26.337 [19760]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S0f8e494c#\4bd4183fceca39876c228d48577dbde6\Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:26.632 [19760]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:26.648 [19760]: ngen returning 0x00000000
08/21/2019 18:29:26.674 [19828]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S11dd95a0#\f02ffed9c63abc19d181a9997e9d2a64\Microsoft.SqlServer.Management.HadrModel.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:26.962 [19828]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:26.979 [19828]: ngen returning 0x00000000
08/21/2019 18:29:27.005 [14304]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S15cbd0a1#\60f50e6a70a68d5537cac09738c3ef6b\Microsoft.SqlServer.BatchParser.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:27.292 [14304]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:27.308 [14304]: ngen returning 0x00000000
08/21/2019 18:29:27.334 [19804]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S15cbd0a1#\dcf23a2d96bac1862516853da0f5f2f2\Microsoft.SqlServer.BatchParser.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:27.626 [19804]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:27.643 [19804]: ngen returning 0x00000000
08/21/2019 18:29:27.669 [5840]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S18ccaa61#\82e167fd8e67c79e3c2fe14a32831126\Microsoft.SqlServer.Management.AzureSqlDbUtils.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:27.955 [5840]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:27.972 [5840]: ngen returning 0x00000000
08/21/2019 18:29:28.000 [16280]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S196a8e3c#\8355db29a659e5f722db15706f56f709\Microsoft.SqlServer.Management.DataTools.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:28.288 [16280]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:28.305 [16280]: ngen returning 0x00000000
08/21/2019 18:29:28.331 [18836]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S19e7039f#\ad83124f6afe53a2040ba4cb572e6bf3\Microsoft.SqlServer.Management.CloudAdapter.Data.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:28.624 [18836]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:28.640 [18836]: ngen returning 0x00000000
08/21/2019 18:29:28.667 [18344]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1a10bb0e#\8fd5b2326b2a697513f69bba0f870ace\Microsoft.SqlServer.Management.InMemoryOLTPMigrationWizard.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:28.969 [18344]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:28.986 [18344]: ngen returning 0x00000000
08/21/2019 18:29:29.012 [11600]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1a35f441#\6ba9f72c6e0a27ea6dd757273adbe73b\Microsoft.SqlServer.DC.Contract.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:29.301 [11600]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:29.318 [11600]: ngen returning 0x00000000
08/21/2019 18:29:29.344 [15088]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1aabed5c#\ec72019fa909640e48138dc42bf9a4a9\Microsoft.SqlServer.ManagedDTS.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:29.634 [15088]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:29.651 [15088]: ngen returning 0x00000000
08/21/2019 18:29:29.677 [16252]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1ad16089#\a5fe8cc266679972b1ab66ae4afbc8a4\Microsoft.SqlServer.AzureStorageEnum.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:29.995 [16252]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:30.012 [16252]: ngen returning 0x00000000
08/21/2019 18:29:30.039 [15032]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1ad16089#\b311bdff7fb2a9e2d965f8daa938e1d3\Microsoft.SqlServer.AzureStorageEnum.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:30.327 [15032]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:30.343 [15032]: ngen returning 0x00000000
08/21/2019 18:29:30.368 [6716]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1bc92e04#\6e0eb16ad41ec07007921591b785e514\Microsoft.SecureBoot.Commands.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:30.695 [6716]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:30.715 [6716]: ngen returning 0x00000000
08/21/2019 18:29:30.746 [8396]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S1d903604#\8ec0bb2ed0051ab6ed0dc57c4d94e0eb\Microsoft.SqlServer.Management.UserSettings.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:31.147 [8396]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:31.167 [8396]: ngen returning 0x00000000
08/21/2019 18:29:31.198 [17912]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2182ce63#\6d5f7131ba5c916b04e4060f113a5820\Microsoft.SqlServer.Management.SqlStudio.Controls.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:31.494 [17912]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:31.511 [17912]: ngen returning 0x00000000
08/21/2019 18:29:31.536 [18372]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2182ce63#\ce03861ac285f69dd96f0b4c4c737ad2\Microsoft.SqlServer.Management.SqlStudio.Controls.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:31.823 [18372]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:31.840 [18372]: ngen returning 0x00000000
08/21/2019 18:29:31.871 [12992]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S21ee72b2#\31806d912ce21f77db794328f01e331d\Microsoft.SqlServer.XE.Core.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:32.158 [12992]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:32.175 [12992]: ngen returning 0x00000000
08/21/2019 18:29:32.202 [10320]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S22647394#\89a1854daab15437b2e4d6ea6081acea\Microsoft.SqlServer.Management.StretchDatabase.Wizards.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:32.496 [10320]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:32.512 [10320]: ngen returning 0x00000000
08/21/2019 18:29:32.538 [12756]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S25fdf078#\1fcd63eefa0ddd69c8aee66ee25d8f7c\Microsoft.SqlServer.BatchParserClient.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:32.825 [12756]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:32.841 [12756]: ngen returning 0x00000000
08/21/2019 18:29:32.868 [17544]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S25fdf078#\2405d6b802f56eaa1c577ec5f984a1e3\Microsoft.SqlServer.BatchParserClient.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:33.229 [17544]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:33.246 [17544]: ngen returning 0x00000000
08/21/2019 18:29:33.272 [2752]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2773996c#\8d9490441d1ca54099591a1b4006623f\Microsoft.SqlServer.Management.HelpViewer.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:33.558 [2752]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:33.574 [2752]: ngen returning 0x00000000
08/21/2019 18:29:33.601 [2796]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S280ce2ba#\d541fc667fab6af4d6644143991309b7\Microsoft.SqlServer.XEvent.Linq.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:33.887 [2796]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:33.903 [2796]: ngen returning 0x00000000
08/21/2019 18:29:33.932 [17444]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S28be5399#\b1313488a578c6a5b1ea336ac77c71bf\Microsoft.SqlServer.Management.SqlStudio.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:34.220 [17444]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:34.237 [17444]: ngen returning 0x00000000
08/21/2019 18:29:34.263 [10244]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S29711589#\f5cf6e9d06846d040c0a02c9bdaaeb5b\Microsoft.SqlServer.Management.PbmUiPackage.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:34.557 [10244]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:34.574 [10244]: ngen returning 0x00000000
08/21/2019 18:29:34.604 [13528]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2b1c39d2#\3f345e44d41e2e7362de065627ae7e1f\Microsoft.SqlServer.ConnWiz.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:34.890 [13528]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:34.907 [13528]: ngen returning 0x00000000
08/21/2019 18:29:34.936 [15496]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2bf5186d#\0275e68048d7933e831c93f03dea1a66\Microsoft.SqlServer.Management.AlwaysEncryptedCommonControl.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:35.224 [15496]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:35.241 [15496]: ngen returning 0x00000000
08/21/2019 18:29:35.268 [14284]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2c5eed2d#\82571e7bf155d177018d0127daaadb73\Microsoft.SqlServer.WmiEnum.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:35.556 [14284]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:35.573 [14284]: ngen returning 0x00000000
08/21/2019 18:29:35.599 [15592]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2c641d24#\08147ce653a5b64d74a69a464ef4cec1\Microsoft.SqlServer.Management.Collector.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:35.884 [15592]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:35.901 [15592]: ngen returning 0x00000000
08/21/2019 18:29:35.932 [12116]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2cbc0a55#\2bc50b96c2b3f0dbd0424eaf53b55916\Microsoft.SqlServer.Management.ResourceGovernorUITasks.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:36.220 [12116]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:36.237 [12116]: ngen returning 0x00000000
08/21/2019 18:29:36.264 [18520]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2edf6b53#\3804af8f4d3baa085f976487cb40bd94\Microsoft.SqlServer.Management.UserSettings.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:36.557 [18520]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:36.574 [18520]: ngen returning 0x00000000
08/21/2019 18:29:36.599 [19196]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2edf6b53#\68771bd7c9faab5a0796a2f498cc9324\Microsoft.SqlServer.Management.UserSettings.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:36.883 [19196]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:36.900 [19196]: ngen returning 0x00000000
08/21/2019 18:29:36.926 [18732]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S2f0b0f19#\017b4cc49eced61641efac39520cd11f\Microsoft.SqlServer.Management.ServerInformation.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:37.212 [18732]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:37.229 [18732]: ngen returning 0x00000000
08/21/2019 18:29:37.258 [19292]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S3186ca16#\65dfab7e23eb25932972368275652d40\Microsoft.SqlServer.Management.CloudAdapter.Client.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:37.549 [19292]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:37.565 [19292]: ngen returning 0x00000000
08/21/2019 18:29:37.592 [18868]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S3255c6b1#\2167a57c77b6f0239369f15115103eac\Microsoft.SqlServer.Management.SqlStudio.ResourceMonitor.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:37.879 [18868]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:37.895 [18868]: ngen returning 0x00000000
08/21/2019 18:29:37.921 [19348]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.S325b8ca3#\8bb3532814bb762e1978cfac802e20ac\Microsoft.SqlServer.Management.ISTasks.ni.dll /noroot /LegacyServiceBehavior 
